hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 14637.7, 2.5476, 13246.8, -126.803, 15723.7, 119.907, 53.1914, -11.5588, 47.7929, -134.161, 37.2521, 118.241
