hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 2675.36, -4.51172, 2796.11, -124.119, 2753.18, 113.541, 21.1502, -56.7495, 20.7721, -125.014, 34.7016, 89.4686
