hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 14637.7, 2.5476, 13246.8, -126.803, 15723.7, 119.907, 53.1882, -11.5569, 47.7919, -134.16, 37.2506, 118.241
